Content type,Object ID,User ID,First View,Last View,Views,Clicks,Liked,Completed,Times Completed,Last Completed,Max Duration,Total Duration,Max Duration Percent,Last Duration
Video,440,172253,2019-12-23 01:26:43.209429+00:00,2019-12-23 01:26:49.645261+00:00,1,1,,,,,,,,
Game,156,173024,2019-11-18 20:01:25.292039+00:00,2019-12-23 01:26:08.143005+00:00,11,11,,,,,256.7409999,453.7869999,,40.60500002
Video,4691,171251,2019-12-23 01:25:57.301357+00:00,2019-12-23 01:25:57.303896+00:00,1,0,,TRUE,1,20191223,121,121,100,121
Video,340,172253,2019-12-23 01:25:40.507270+00:00,2019-12-23 01:25:40.510213+00:00,1,0,,,,,19,19,13,19
Show,68,172253,2019-12-23 01:25:27.807093+00:00,2019-12-23 01:25:27.811161+00:00,1,0,,,,,,,,
Video,12508,175629,2019-12-23 01:25:22.348642+00:00,2019-12-23 01:25:26.191455+00:00,1,1,,,,,,,,
Video,12177,175190,2019-12-12 04:26:33.005913+00:00,2019-12-23 01:25:14.605833+00:00,7,0,,TRUE,7,20191223,314,2198,100,314
Video,12549,129206,2019-12-23 01:25:14.409173+00:00,2019-12-23 01:25:14.413356+00:00,1,0,,,,,,,,
Show,562,129206,2019-12-23 01:25:10.100367+00:00,2019-12-23 01:25:10.103367+00:00,1,0,,,,,,,,
Video,12498,175629,2019-12-23 01:25:02.156330+00:00,2019-12-23 01:25:06.271311+00:00,1,1,,,,,39,39,13,39
Video,13996,129206,2019-12-23 01:24:46.529833+00:00,2019-12-23 01:25:02.252302+00:00,1,2,,,,,15,15,2,15
Video,13102,28781,2019-12-11 01:08:44.581891+00:00,2019-12-23 01:24:50.632066+00:00,2,0,,TRUE,1,20191211,26,26,100,26
Show,589,129206,2019-12-23 01:24:46.509913+00:00,2019-12-23 01:24:46.512957+00:00,1,0,,,,,,,,
Video,11346,26862,2019-12-19 03:20:04.712423+00:00,2019-12-23 01:24:42.205989+00:00,9,9,,TRUE,1,20191223,23697,121347,100,1556
Game,157,129206,2019-12-23 01:24:19.149894+00:00,2019-12-23 01:24:37.027073+00:00,2,2,,,,,,,,
Game,161,176534,2019-12-23 01:24:05.667089+00:00,2019-12-23 01:24:20.309231+00:00,2,2,,,,,58.32800007,58.32800007,,58.32800007
Game,157,176557,2019-12-23 01:21:45.997473+00:00,2019-12-23 01:24:18.123782+00:00,3,3,,,,,146.2750001,146.2750001,,146.2750001
Video,1253,171251,2019-12-23 01:24:04.801985+00:00,2019-12-23 01:24:04.805407+00:00,1,0,,TRUE,1,20191223,110,110,100,110
Video,11345,26862,2019-12-22 03:06:51.627248+00:00,2019-12-23 01:23:52.435230+00:00,2,2,,,,,544,544,35,544
Video,11102,26862,2019-12-23 01:23:41.300353+00:00,2019-12-23 01:23:41.303743+00:00,1,0,,,,,24,24,8,24
Show,101,26862,2019-12-23 01:23:36.332533+00:00,2019-12-23 01:23:36.335450+00:00,1,0,,,,,,,,
Video,3468,171251,2019-12-23 01:22:12.206783+00:00,2019-12-23 01:22:12.209972+00:00,1,0,,TRUE,1,20191223,99,99,100,99
Video,12509,175629,2019-12-23 01:21:58.901843+00:00,2019-12-23 01:22:03.131427+00:00,1,1,,,,,531,531,177,531
Video,640,163570,2019-12-23 01:21:46.883330+00:00,2019-12-23 01:21:50.422140+00:00,1,1,,,,,417,417,137,417
Video,12178,175190,2019-12-12 04:22:39.376384+00:00,2019-12-23 01:21:21.844852+00:00,7,0,,TRUE,7,20191223,230,1610,100,230
Video,9930,65734,2019-09-02 17:44:20.950001+00:00,2019-12-23 01:21:21.562809+00:00,2,0,,TRUE,1,20190902,127,127,100,127
Game,93,171346,2019-12-23 01:21:07.067275+00:00,2019-12-23 01:21:09.077797+00:00,3,3,,,,,,,,
Video,12527,175629,2019-12-23 01:21:06.974871+00:00,2019-12-23 01:21:06.978496+00:00,1,0,,,,,48,48,16,48
Video,3962,53800,2019-12-23 01:20:25.082144+00:00,2019-12-23 01:20:35.126177+00:00,1,2,,,,,2906,2906,219,2906
Show,92,53800,2019-12-23 01:20:30.295760+00:00,2019-12-23 01:20:30.299380+00:00,1,0,,,,,,,,
Video,1136,53800,2019-12-23 01:20:06.246365+00:00,2019-12-23 01:20:06.249159+00:00,1,0,,,,,,,,
Video,6021,171251,2019-12-23 01:20:01.356025+00:00,2019-12-23 01:20:01.359982+00:00,1,0,,TRUE,1,20191223,128,128,100,128
Video,1133,65734,2019-09-02 17:42:09.254822+00:00,2019-12-23 01:19:11.856409+00:00,3,0,,TRUE,2,20191223,128,256,100,128
Game,29,176557,2019-12-23 01:18:45.865189+00:00,2019-12-23 01:18:45.868950+00:00,1,1,,,,,156.5779998,156.5779998,,156.5779998
Video,59,175190,2019-12-12 04:19:36.327060+00:00,2019-12-23 01:18:26.433864+00:00,7,1,,TRUE,7,20191223,173,1211,100,173
Game,127,171346,2019-12-23 01:18:14.495207+00:00,2019-12-23 01:18:14.498648+00:00,1,1,,,,,,,,
Game,161,176557,2019-12-22 16:26:09.022348+00:00,2019-12-23 01:17:42.215194+00:00,3,3,,,,,117.3540001,170.424,,53.06999993
Show,493,172253,2019-12-23 01:16:58.962139+00:00,2019-12-23 01:17:35.931930+00:00,2,0,,,,,,,,
Video,3613,171251,2019-12-23 01:17:34.530824+00:00,2019-12-23 01:17:34.533998+00:00,1,0,,TRUE,1,20191223,144,144,100,144
Video,9931,65734,2019-09-02 17:40:01.278156+00:00,2019-12-23 01:17:05.228472+00:00,6,0,,TRUE,3,20191223,125,439,100,125
Video,14014,164452,2019-12-21 20:52:13.413449+00:00,2019-12-23 01:16:37.202718+00:00,2,0,,TRUE,1,20191221,987,987,100,987
Video,12650,170356,2019-12-23 01:16:07.816125+00:00,2019-12-23 01:16:14.286458+00:00,1,1,,,,,3393,3393,582,3393
Show,565,170356,2019-12-23 01:16:07.793208+00:00,2019-12-23 01:16:07.797075+00:00,1,0,,,,,,,,
Video,12526,175629,2019-12-23 01:15:52.184138+00:00,2019-12-23 01:15:58.372017+00:00,1,1,,TRUE,1,20191223,300,300,100,300
Show,561,175629,2019-12-23 01:15:52.163725+00:00,2019-12-23 01:15:52.167118+00:00,1,1,,,,,,,,
Video,2320,171251,2019-12-23 01:15:42.047048+00:00,2019-12-23 01:15:42.049882+00:00,1,0,,TRUE,1,20191223,110,110,100,110
Video,3671,175190,2019-12-18 16:55:42.774585+00:00,2019-12-23 01:15:13.383566+00:00,3,0,,TRUE,3,20191223,190,570,100,190
Video,921,65734,2019-09-02 17:37:47.586243+00:00,2019-12-23 01:14:53.129857+00:00,7,0,,TRUE,6,20191223,130,908,100,130
Show,139,65734,2019-09-02 17:37:42.752656+00:00,2019-12-23 01:14:49.159238+00:00,7,1,,,,,,,,
Game,159,129206,2019-12-14 00:51:54.314030+00:00,2019-12-23 01:14:45.045982+00:00,3,3,,,,,,,,
Video,311,65734,2019-09-01 20:39:23.830604+00:00,2019-12-23 01:14:36.714870+00:00,10,6,,TRUE,1,20191030,145,884,100,10
Video,13,127446,2019-12-23 01:14:30.648568+00:00,2019-12-23 01:14:30.651371+00:00,1,0,,,,,,,,
Video,13129,170356,2019-12-23 01:13:39.326989+00:00,2019-12-23 01:13:39.330471+00:00,1,0,,,,,1037,1037,134,1037
Video,11344,28781,2019-10-25 00:11:01.691468+00:00,2019-12-23 01:13:34.328412+00:00,4,0,,TRUE,2,20191223,3632,6039,100,622
Show,3,127446,2019-12-23 01:13:33.320542+00:00,2019-12-23 01:13:33.323300+00:00,1,0,,,,,,,,
Show,543,28781,2019-10-25 00:11:00.316199+00:00,2019-12-23 01:13:29.666207+00:00,4,0,,,,,,,,
Video,31,28781,2019-12-23 01:13:20.397708+00:00,2019-12-23 01:13:20.400662+00:00,1,0,,,,,10,10,9,10
Video,4692,171251,2019-12-23 01:13:18.247853+00:00,2019-12-23 01:13:18.251662+00:00,1,0,,TRUE,1,20191223,140,140,100,140
Show,578,170356,2019-12-23 01:13:14.136987+00:00,2019-12-23 01:13:14.141117+00:00,1,0,,,,,,,,
Video,61,175190,2019-12-18 16:55:42.073317+00:00,2019-12-23 01:12:10.234198+00:00,2,0,,TRUE,3,20191223,180,540,100,180
Video,705,65734,2019-09-01 20:36:22.438774+00:00,2019-12-23 01:11:42.319780+00:00,10,9,,TRUE,4,20191223,173,978,100,173
Video,9743,53800,2019-12-23 01:11:35.204877+00:00,2019-12-23 01:11:35.208127+00:00,1,0,,,,,26,26,26,26
Video,13994,66132,2019-12-23 01:11:27.872843+00:00,2019-12-23 01:11:27.875716+00:00,1,0,,,,,0,0,0,0
Video,449,65734,2019-10-09 17:09:53.460709+00:00,2019-12-23 01:11:25.792773+00:00,3,0,,TRUE,1,20191030,124,272,100,16
Show,27,65734,2019-09-01 20:36:22.426020+00:00,2019-12-23 01:11:21.772600+00:00,12,3,,,,,,,,
Video,4693,171251,2019-12-23 01:11:16.401227+00:00,2019-12-23 01:11:19.271143+00:00,1,1,,TRUE,1,20191223,116,116,100,116
Game,83,171264,2019-12-23 01:10:47.342128+00:00,2019-12-23 01:10:47.345684+00:00,1,1,,,,,,,,
Video,9581,170356,2019-12-23 01:09:30.210668+00:00,2019-12-23 01:10:36.081864+00:00,1,15,,,,,39,39,13,39
Show,101,170356,2019-12-23 01:10:04.953530+00:00,2019-12-23 01:10:28.908851+00:00,2,1,,,,,,,,
Video,12188,171251,2019-12-23 01:10:27.974916+00:00,2019-12-23 01:10:27.978359+00:00,1,0,,,,,55,55,48,55
Video,32,28781,2019-12-23 01:10:24.884264+00:00,2019-12-23 01:10:24.887598+00:00,1,0,,TRUE,1,20191223,174,174,100,174
Video,9744,53800,2019-12-23 01:10:15.002832+00:00,2019-12-23 01:10:24.236677+00:00,1,2,,TRUE,1,20191223,69,69,100,69
Show,527,53800,2019-12-21 03:10:42.730492+00:00,2019-12-23 01:10:19.378647+00:00,2,0,,,,,,,,
Game,72,171264,2019-12-23 01:09:19.572041+00:00,2019-12-23 01:10:03.630416+00:00,7,7,,,,,,,,
Game,132,171264,2019-12-23 01:10:02.517683+00:00,2019-12-23 01:10:02.520604+00:00,1,1,,,,,,,,
Game,27,171264,2019-12-23 01:08:55.328861+00:00,2019-12-23 01:10:01.023205+00:00,4,4,,,,,,,,
Video,4259,65734,2019-12-23 01:09:45.430921+00:00,2019-12-23 01:09:58.455398+00:00,6,0,,,,,265,1039,110,236
Show,301,65734,2019-11-01 13:29:25.380712+00:00,2019-12-23 01:09:40.660826+00:00,9,2,,,,,,,,
Video,9202,175190,2019-12-18 16:49:54.432837+00:00,2019-12-23 01:09:00.733962+00:00,3,0,,TRUE,3,20191223,188,564,100,188
Game,64,171264,2019-12-23 01:08:56.315055+00:00,2019-12-23 01:08:59.491397+00:00,4,4,,,,,,,,
Video,13993,66132,2019-12-23 01:08:51.191544+00:00,2019-12-23 01:08:51.194711+00:00,1,0,,,,,0,0,0,0
Show,570,53800,2019-12-23 01:08:45.971763+00:00,2019-12-23 01:08:45.974984+00:00,1,0,,,,,,,,
Video,12190,171251,2019-12-23 01:08:36.494206+00:00,2019-12-23 01:08:36.497757+00:00,1,0,,TRUE,1,20191223,109,109,100,109
Video,33,28781,2019-12-23 01:07:48.455099+00:00,2019-12-23 01:07:48.458222+00:00,1,0,,TRUE,1,20191223,154,154,100,154
Game,84,171264,2019-12-23 01:07:39.991989+00:00,2019-12-23 01:07:41.068791+00:00,2,2,,,,,,,,
Video,11917,65734,2019-12-23 01:07:39.619971+00:00,2019-12-23 01:07:39.623601+00:00,1,0,,,,,161,161,110,161
Video,12195,171251,2019-12-23 01:07:16.925334+00:00,2019-12-23 01:07:16.928162+00:00,1,0,,TRUE,1,20191223,77,77,100,77
Video,12208,171251,2019-12-23 01:05:50.181260+00:00,2019-12-23 01:05:50.184576+00:00,1,0,,TRUE,1,20191223,84,84,100,84
Video,12134,65734,2019-12-23 01:05:45.792303+00:00,2019-12-23 01:05:45.796235+00:00,1,0,,TRUE,1,20191223,109,109,100,109
Video,63,175190,2019-12-18 16:46:10.257873+00:00,2019-12-23 01:05:43.650375+00:00,4,0,,TRUE,3,20191223,192,662,100,192
Video,13990,66132,2019-12-23 01:05:43.315889+00:00,2019-12-23 01:05:43.319365+00:00,1,0,,,,,0,0,0,0
Video,21,28781,2019-10-10 20:39:54.740324+00:00,2019-12-23 01:04:57.400329+00:00,3,0,,TRUE,1,20191223,170,208,100,170
Show,4,28781,2019-10-10 20:39:50.377748+00:00,2019-12-23 01:04:54.030745+00:00,3,0,,,,,,,,
Video,9192,28781,2019-10-25 00:21:45.552772+00:00,2019-12-23 01:04:43.739952+00:00,15,1,,TRUE,3,20191114,13638,104453.2038,1005,123
Show,520,28781,2019-10-25 00:21:45.537302+00:00,2019-12-23 01:04:39.461471+00:00,16,0,,,,,,,,
Game,93,45403,2019-12-23 01:04:32.163404+00:00,2019-12-23 01:04:33.367280+00:00,2,2,,,,,,,,
Video,376,28781,2019-12-17 01:27:46.395205+00:00,2019-12-23 01:04:23.713567+00:00,2,0,,,,,50,86,22,36
Show,75,28781,2019-12-17 01:27:42.107536+00:00,2019-12-23 01:04:19.933740+00:00,2,0,,,,,,,,
Video,11916,65734,2019-12-23 01:04:13.450475+00:00,2019-12-23 01:04:13.453384+00:00,1,0,,TRUE,1,20191223,91,91,100,91
Video,8733,28781,2019-12-23 01:04:09.542936+00:00,2019-12-23 01:04:09.546241+00:00,1,0,,,,,11,11,10,11
Video,279,164140,2019-12-23 01:03:17.229771+00:00,2019-12-23 01:03:23.139726+00:00,2,2,,,,,6,6,4,6
Video,10250,175777,2019-12-23 01:03:22.911633+00:00,2019-12-23 01:03:22.914663+00:00,1,0,,,,,,,,
Game,89,176534,2019-12-23 01:03:15.059529+00:00,2019-12-23 01:03:20.553379+00:00,5,5,,,,,1238.364,1238.364,,1238.364
Video,64,175190,2019-12-18 16:43:45.354115+00:00,2019-12-23 01:03:20.481221+00:00,4,0,,TRUE,4,20191223,141,564,100,141
Video,287,164140,2019-12-23 01:02:57.620946+00:00,2019-12-23 01:03:05.852338+00:00,1,1,,,,,8,8,4,8
Show,62,164140,2019-12-23 01:02:57.601348+00:00,2019-12-23 01:02:57.604601+00:00,1,1,,,,,,,,
Video,11915,65734,2019-12-23 01:02:57.328103+00:00,2019-12-23 01:02:57.331782+00:00,1,0,,TRUE,1,20191223,75,75,100,75
Video,13433,66132,2019-12-23 01:02:34.119629+00:00,2019-12-23 01:02:34.123177+00:00,1,0,,,,,0,0,0,0
Video,11335,164140,2019-12-23 01:01:59.714692+00:00,2019-12-23 01:01:59.719617+00:00,1,0,,,,,26,26,2,26
Show,545,164140,2019-12-23 01:01:51.667856+00:00,2019-12-23 01:01:51.670865+00:00,1,0,,,,,,,,
Video,8732,28781,2019-12-23 01:01:44.930900+00:00,2019-12-23 01:01:49.348886+00:00,1,1,,TRUE,1,20191223,138,138,100,138
Video,9794,173941,2019-12-23 01:01:40.441693+00:00,2019-12-23 01:01:46.161075+00:00,1,1,,,,,,,,
Show,432,28781,2019-09-23 23:03:49.914877+00:00,2019-12-23 01:01:44.909466+00:00,4,0,,,,,,,,
Show,301,173941,2019-11-18 03:40:08.966331+00:00,2019-12-23 01:01:40.422430+00:00,3,0,,,,,,,,
Video,12642,28781,2019-12-23 01:01:34.443855+00:00,2019-12-23 01:01:34.447477+00:00,1,0,,,,,58,58,11,58
Show,566,164140,2019-12-23 01:01:30.016391+00:00,2019-12-23 01:01:30.019840+00:00,1,0,,,,,,,,
Video,11904,65734,2019-12-23 01:01:18.952888+00:00,2019-12-23 01:01:18.955707+00:00,1,0,,TRUE,1,20191223,97,97,100,97
Show,550,65734,2019-10-24 21:48:19.963084+00:00,2019-12-23 01:01:14.811043+00:00,2,1,,,,,,,,
Game,88,176534,2019-12-22 02:48:54.263351+00:00,2019-12-23 01:01:13.748390+00:00,3,3,,,,,278.836,405.1389999,,126.303
Game,107,45403,2019-12-23 01:01:12.533338+00:00,2019-12-23 01:01:12.537555+00:00,1,1,,,,,,,,
Video,14005,164452,2019-12-21 20:36:43.930562+00:00,2019-12-23 01:01:11.248098+00:00,4,3,,TRUE,2,20191223,923,2343,100,923
Game,56,173024,2019-11-19 23:27:05.598619+00:00,2019-12-23 01:01:01.763751+00:00,3,3,,,,,305.1040001,351.0640001,,305.1040001
Game,8,176534,2019-12-23 01:00:59.787769+00:00,2019-12-23 01:00:59.791366+00:00,1,1,,,,,,,,
Video,65,175190,2019-12-12 22:41:28.030243+00:00,2019-12-23 01:00:41.768561+00:00,5,0,,TRUE,4,20191223,156,624,100,156
Post,606,176534,2019-12-23 01:00:37.876381+00:00,2019-12-23 01:00:37.880944+00:00,1,0,,,,,,,,
Video,232,65734,2019-12-23 01:00:33.748218+00:00,2019-12-23 01:00:33.751835+00:00,1,0,,,,,24,24,41,24
Video,13436,173941,2019-12-23 01:00:13.206638+00:00,2019-12-23 01:00:17.723606+00:00,1,1,,,,,63,63,42,63
Show,586,173941,2019-11-18 03:37:19.302765+00:00,2019-12-23 01:00:13.190034+00:00,6,7,,,,,,,,
Video,13431,66132,2019-12-23 00:59:57.609449+00:00,2019-12-23 00:59:57.612629+00:00,1,0,,,,,0,0,0,0
Post,605,176534,2019-12-23 00:59:40.405170+00:00,2019-12-23 00:59:40.409099+00:00,1,1,,TRUE,1,20191223,,,,
Video,9941,65734,2019-12-23 00:59:30.628799+00:00,2019-12-23 00:59:30.628824+00:00,0,0,,,,,158,158,46,158
Show,528,65734,2019-12-23 00:59:25.287905+00:00,2019-12-23 00:59:25.292195+00:00,1,0,,,,,,,,
Video,2865,173941,2019-12-23 00:59:01.162613+00:00,2019-12-23 00:59:04.404784+00:00,1,1,,,,,111,111,31,111
Video,13141,65734,2019-12-23 00:58:40.172107+00:00,2019-12-23 00:58:40.178852+00:00,1,0,,,,,339,339,46,339
Show,576,65734,2019-11-05 19:10:18.233286+00:00,2019-12-23 00:58:36.250336+00:00,2,0,,,,,,,,
Video,66,175190,2019-12-12 22:38:16.105839+00:00,2019-12-23 00:58:04.034850+00:00,5,0,,TRUE,5,20191223,155,775,100,155
Video,12935,173941,2019-12-23 00:57:50.267440+00:00,2019-12-23 00:57:54.742809+00:00,1,1,,,,,54,54,60,54
Show,243,173941,2019-12-23 00:57:50.245198+00:00,2019-12-23 00:57:50.248797+00:00,1,1,,,,,,,,
Video,13432,66132,2019-12-23 00:57:21.203796+00:00,2019-12-23 00:57:21.206666+00:00,1,0,,,,,0,0,0,0
Video,287,173941,2019-12-23 00:56:54.632139+00:00,2019-12-23 00:57:00.566844+00:00,1,1,,,,,20,20,10,20
Video,12694,53800,2019-12-23 00:56:55.466674+00:00,2019-12-23 00:56:58.668009+00:00,1,1,,,,,,,,
Show,62,173941,2019-12-23 00:56:54.617735+00:00,2019-12-23 00:56:54.620525+00:00,1,0,,,,,,,,
Game,105,173024,2019-11-30 16:58:38.083438+00:00,2019-12-23 00:56:36.106046+00:00,17,17,,,,,260.8889999,447.1259999,,260.8889999
Game,89,45403,2019-12-23 00:56:31.859439+00:00,2019-12-23 00:56:32.731908+00:00,2,2,,,,,,,,
Video,13632,53800,2019-12-23 00:56:07.455335+00:00,2019-12-23 00:56:07.458181+00:00,1,0,,,,,,,,
Video,13630,53800,2019-12-23 00:55:23.925920+00:00,2019-12-23 00:55:23.928720+00:00,1,0,,TRUE,1,20191223,41,41,100,41
Show,77,53800,2019-10-02 12:44:34.743824+00:00,2019-12-23 00:55:18.694770+00:00,2,0,,,,,,,,
Video,469,173941,2019-12-23 00:55:09.994692+00:00,2019-12-23 00:55:09.997602+00:00,1,0,,,,,31,31,28,31
Video,67,175190,2019-12-12 22:30:45.168863+00:00,2019-12-23 00:54:47.748421+00:00,5,0,,TRUE,5,20191223,194,970,100,194
Video,13434,66132,2019-12-23 00:54:44.406585+00:00,2019-12-23 00:54:44.409428+00:00,1,0,,,,,0,0,0,0
Video,9841,175777,2019-12-23 00:54:23.746454+00:00,2019-12-23 00:54:23.750760+00:00,1,0,,TRUE,1,20191223,530,530,100,530
Video,468,173941,2019-11-18 02:30:38.854451+00:00,2019-12-23 00:53:12.935080+00:00,2,0,,TRUE,1,20191223,111,124,100,111
Video,10034,168305,2019-11-09 20:02:46.408788+00:00,2019-12-23 00:53:09.346417+00:00,4,0,,,,,123,251,120,123
Show,530,168305,2019-11-09 20:02:44.561529+00:00,2019-12-23 00:53:02.965946+00:00,4,0,,,,,,,,
Video,12641,28781,2019-12-23 00:51:40.902832+00:00,2019-12-23 00:51:40.909925+00:00,1,0,,TRUE,1,20191223,523,523,100,523
Show,565,28781,2019-12-23 00:51:36.885947+00:00,2019-12-23 00:51:36.888873+00:00,1,0,,,,,,,,
Video,784,170082,2019-10-10 13:00:18.518858+00:00,2019-12-23 00:51:36.129031+00:00,4,0,,,,,27,67,44,19
Show,107,170082,2019-10-10 13:00:15.114968+00:00,2019-12-23 00:51:32.391811+00:00,4,0,,,,,,,,
Video,13258,28781,2019-12-23 00:51:26.631458+00:00,2019-12-23 00:51:26.634289+00:00,1,0,,,,,,,,
Video,13687,28781,2019-12-23 00:51:25.661756+00:00,2019-12-23 00:51:25.661768+00:00,0,1,,,,,,,,
Show,570,28781,2019-08-29 02:10:01.871368+00:00,2019-12-23 00:51:25.647623+00:00,18,0,,,,,,,,
Game,97,173024,2019-11-26 02:46:37.482895+00:00,2019-12-23 00:50:49.278089+00:00,12,12,,,,,319.8329999,344.586,,319.8329999
Video,68,175190,2019-12-12 22:27:25.946553+00:00,2019-12-23 00:50:46.891159+00:00,5,0,,TRUE,5,20191223,240,1200,100,240
Game,148,173024,2019-12-23 00:50:45.850678+00:00,2019-12-23 00:50:45.855293+00:00,1,1,,,,,,,,
Video,1229,168305,2019-11-22 15:19:29.510620+00:00,2019-12-23 00:50:27.930178+00:00,3,0,,,,,142,426,120,142
Game,160,170082,2019-12-05 12:53:18.490803+00:00,2019-12-23 00:50:09.212626+00:00,13,13,,,,,67.59800005,115.5880001,,67.59800005
Video,13995,173941,2019-12-23 00:49:51.134016+00:00,2019-12-23 00:49:58.142373+00:00,1,1,,TRUE,1,20191223,187,187,100,187
Show,94,173941,2019-11-18 02:30:34.958762+00:00,2019-12-23 00:49:51.118272+00:00,3,2,,,,,,,,
Video,10031,175777,2019-12-23 00:49:07.037594+00:00,2019-12-23 00:49:07.041850+00:00,1,0,,TRUE,1,20191223,309,309,100,309
Game,53,170082,2019-12-23 00:48:42.997865+00:00,2019-12-23 00:48:46.745920+00:00,2,2,,,,,55.59699988,55.59699988,,55.59699988
Video,1109,168305,2019-11-06 13:20:07.459605+00:00,2019-12-23 00:48:24.901443+00:00,5,0,,TRUE,3,20191223,119,388,100,119
Show,154,168305,2019-11-06 13:19:56.243448+00:00,2019-12-23 00:48:17.218345+00:00,6,0,,,,,,,,
Game,29,173024,2019-11-18 19:26:19.200993+00:00,2019-12-23 00:48:00.779313+00:00,16,16,,,,,2057.678,2169.088,,111.4100001
Video,9510,168305,2019-12-23 00:47:20.957710+00:00,2019-12-23 00:47:25.709683+00:00,1,1,,,,,21,21,46,21
Video,14006,164452,2019-12-23 00:47:02.116699+00:00,2019-12-23 00:47:05.232063+00:00,1,1,,TRUE,1,20191223,866,866,100,866
Video,69,175190,2019-12-10 16:19:43.141043+00:00,2019-12-23 00:47:04.866418+00:00,6,0,,TRUE,5,20191223,217,1085,100,217
Game,27,173024,2019-12-05 22:39:35.998288+00:00,2019-12-23 00:46:53.275806+00:00,4,4,,,,,44.07299995,55.07099986,,44.07299995
Video,9855,53944,2019-12-23 00:46:44.022354+00:00,2019-12-23 00:46:44.024972+00:00,1,0,,,,,288,288,152,288
Show,588,164452,2019-12-21 20:36:43.915033+00:00,2019-12-23 00:46:30.700896+00:00,3,2,,,,,,,,
Video,13257,28781,2019-12-23 00:46:22.991583+00:00,2019-12-23 00:46:22.994466+00:00,1,0,,TRUE,1,20191223,301,301,100,301
Video,64,170082,2019-12-21 16:19:01.653337+00:00,2019-12-23 00:46:20.984493+00:00,2,1,,,,,186,1323,132,186
Show,7,170082,2019-10-05 13:52:39.438739+00:00,2019-12-23 00:46:17.216617+00:00,31,17,,,,,,,,
Video,11932,164452,2019-11-12 22:41:30.651165+00:00,2019-12-23 00:46:06.873320+00:00,2,0,,,,,185,226,107,41
Show,551,164452,2019-11-12 22:41:26.110106+00:00,2019-12-23 00:46:00.424172+00:00,2,0,,,,,,,,
Video,12643,53800,2019-12-23 00:45:35.620381+00:00,2019-12-23 00:45:38.466930+00:00,1,1,,,,,3051,12204,543,3051
Video,9514,168305,2019-11-07 14:59:35.053068+00:00,2019-12-23 00:45:29.017385+00:00,5,0,,,,,51,161,72,51
Show,524,168305,2019-11-07 14:59:23.229775+00:00,2019-12-23 00:45:21.208756+00:00,6,1,,,,,,,,
Game,79,45403,2019-12-23 00:45:20.297698+00:00,2019-12-23 00:45:20.300539+00:00,1,1,,,,,,,,
Video,9417,162803,2019-12-23 00:45:15.338593+00:00,2019-12-23 00:45:15.342645+00:00,1,0,,,,,,,,
Video,13782,170082,2019-12-20 12:53:44.864889+00:00,2019-12-23 00:45:10.828835+00:00,4,0,,,,,270,735,65,270
Video,9565,53944,2019-11-10 14:05:42.214477+00:00,2019-12-23 00:45:09.009468+00:00,2,0,,TRUE,1,20191223,93,115,100,93
Video,13141,53800,2019-08-21 14:28:33.197333+00:00,2019-12-23 00:45:07.878371+00:00,2,0,,,,,59,59,8,59
Show,575,170082,2019-11-27 15:09:39.894611+00:00,2019-12-23 00:45:06.868516+00:00,5,0,,,,,,,,
Show,527,53944,2019-08-22 14:10:15.558026+00:00,2019-12-23 00:45:04.925176+00:00,8,0,,,,,,,,
Show,576,53800,2019-08-21 14:28:29.609991+00:00,2019-12-23 00:45:02.498145+00:00,2,0,,,,,,,,
Video,710,53800,2019-12-17 00:59:20.924725+00:00,2019-12-23 00:44:55.668328+00:00,2,0,,,,,196,250,29,54
Show,90,53800,2019-12-17 00:59:15.611080+00:00,2019-12-23 00:44:47.676104+00:00,2,1,,,,,,,,
Game,63,173024,2019-12-23 00:44:46.723659+00:00,2019-12-23 00:44:46.727143+00:00,1,1,,,,,116.0049999,116.0049999,,116.0049999
Game,76,173024,2019-12-21 16:23:41.484928+00:00,2019-12-23 00:44:20.412823+00:00,4,4,,,,,51.89999986,55.61099982,,3.710999966
Video,70,175190,2019-12-10 16:16:28.183203+00:00,2019-12-23 00:44:19.147683+00:00,7,0,,TRUE,6,20191223,163,978,100,163
Video,9941,168305,2019-11-05 16:38:56.884206+00:00,2019-12-23 00:43:41.949223+00:00,7,0,,,,,327,985,95,327
Video,13997,170082,2019-12-23 00:43:37.707318+00:00,2019-12-23 00:43:41.410198+00:00,1,1,,,,,275,275,30,275
Show,589,170082,2019-12-19 22:52:11.011724+00:00,2019-12-23 00:43:37.691107+00:00,3,0,,,,,,,,
Show,528,168305,2019-11-05 16:38:43.287093+00:00,2019-12-23 00:43:29.391433+00:00,7,0,,,,,,,,
Game,161,45403,2019-12-16 22:02:18.221905+00:00,2019-12-23 00:42:33.232861+00:00,2,2,,,,,,,,
Video,9745,175777,2019-12-22 09:37:14.811839+00:00,2019-12-23 00:42:22.089831+00:00,2,0,,TRUE,1,20191223,398,453,100,398
Video,12266,170082,2019-10-31 15:22:54.073109+00:00,2019-12-23 00:40:36.254996+00:00,9,1,,TRUE,6,20191031,546,2742,182,546
Video,71,175190,2019-12-08 09:42:51.427928+00:00,2019-12-23 00:40:16.317525+00:00,10,0,,TRUE,7,20191223,247,2231,100,240
Video,13256,28781,2019-12-23 00:40:04.022479+00:00,2019-12-23 00:40:04.025613+00:00,1,0,,TRUE,1,20191223,301,301,100,301
Game,162,171346,2019-12-23 00:40:00.266627+00:00,2019-12-23 00:40:00.270503+00:00,1,1,,,,,,,,
