Content type,Object ID,User ID,First View,Last View,Views,Clicks,Liked,Completed,Times Completed,Last Completed,Max Duration,Total Duration,Max Duration Percent,Last Duration
Game,73,45469,2019-11-29 02:02:16.221544+00:00,2019-12-24 19:21:27.581205+00:00,4,4,FALSE,,,,236.927,450.697,,236.927
Video,10629,167566,2019-12-24 19:21:01.823882+00:00,2019-12-24 19:21:01.826919+00:00,1,0,,TRUE,1,20191224,400,400,100,400
Video,6236,176656,2019-12-24 19:20:58.895328+00:00,2019-12-24 19:20:58.898973+00:00,1,0,,TRUE,1,20191224,431,431,100,431
Video,10321,173088,2019-12-24 19:20:44.253634+00:00,2019-12-24 19:20:44.257372+00:00,1,0,,,,,,,,
Video,239,45469,2019-12-08 23:00:31.150493+00:00,2019-12-24 19:20:41.709035+00:00,8,0,,TRUE,6,20191214,60,417,100,18
Game,84,176237,2019-12-18 10:46:20.874137+00:00,2019-12-24 19:20:26.207618+00:00,7,7,,,,,1164.995,2588.048,,65.70900011
Video,12418,168192,2019-09-20 14:43:13.305548+00:00,2019-12-24 19:19:51.133492+00:00,3,0,,TRUE,3,20191224,128,384,100,128
Video,238,45469,2019-12-08 22:59:03.916762+00:00,2019-12-24 19:19:40.407484+00:00,8,0,,TRUE,8,20191224,60,480,100,60
Post,1632,164854,2019-12-24 19:19:38.948365+00:00,2019-12-24 19:19:38.953004+00:00,1,0,,TRUE,1,20191224,746.405,746.405,,746.405
Video,13176,174281,2019-12-23 23:24:32.173891+00:00,2019-12-24 19:18:44.234401+00:00,3,3,,,,,3588,4101.136001,542,375.136001
Video,237,45469,2019-12-08 22:58:02.939276+00:00,2019-12-24 19:18:38.967980+00:00,8,0,,TRUE,8,20191224,60,480,100,60
Video,10250,167566,2019-12-10 02:24:47.317144+00:00,2019-12-24 19:18:25.997227+00:00,2,0,,,,,898,1048.033293,259,150.0332927
Video,11719,173088,2019-12-24 19:17:56.394288+00:00,2019-12-24 19:17:56.397606+00:00,1,0,,TRUE,1,20191224,120,120,100,120
Video,906,119832,2019-12-24 19:17:54.662333+00:00,2019-12-24 19:17:54.665245+00:00,1,0,,TRUE,1,20191224,385,385,100,385
Video,13284,165017,2019-12-24 19:17:49.993526+00:00,2019-12-24 19:17:49.996862+00:00,1,0,,TRUE,1,20191224,303,303,100,303
Video,12419,168192,2019-09-20 14:41:01.102371+00:00,2019-12-24 19:17:40.291399+00:00,3,0,,TRUE,3,20191224,128,384,100,128
Video,236,45469,2019-12-08 22:57:01.275693+00:00,2019-12-24 19:17:37.205442+00:00,8,0,,TRUE,8,20191224,60,480,100,60
Video,1108,127446,2019-12-23 02:34:00.207667+00:00,2019-12-24 19:17:35.635700+00:00,3,0,,TRUE,2,20191224,747,1357,100,305
Video,13122,176440,2019-12-24 19:17:23.205276+00:00,2019-12-24 19:17:23.208059+00:00,1,0,,,,,,,,
Video,12949,174281,2019-12-12 14:44:58.300256+00:00,2019-12-24 19:16:54.438183+00:00,7,1,,TRUE,1,20191212,3622,45525,548,667
Show,570,174281,2019-12-06 21:04:47.553111+00:00,2019-12-24 19:16:49.839625+00:00,8,5,,,,,,,,
Video,235,45469,2019-12-04 03:45:48.814860+00:00,2019-12-24 19:16:35.123130+00:00,9,0,,TRUE,8,20191224,60,480,100,60
Video,13244,172983,2019-12-24 19:16:27.708069+00:00,2019-12-24 19:16:34.896185+00:00,2,2,,,,,405,405,30,405
Video,13615,172983,2019-12-24 19:15:50.627514+00:00,2019-12-24 19:15:56.752875+00:00,1,1,,,,,405,405,30,405
Video,12641,176237,2019-12-20 10:19:27.494452+00:00,2019-12-24 19:15:56.695671+00:00,4,0,,TRUE,1,20191220,523,523,100,523
Show,565,176237,2019-12-20 10:19:22.772550+00:00,2019-12-24 19:15:42.046576+00:00,4,0,,,,,,,,
Video,234,45469,2019-12-04 03:44:46.383779+00:00,2019-12-24 19:15:32.680075+00:00,10,1,,TRUE,9,20191224,60,552,100,60
Video,12337,168192,2019-09-20 14:38:51.154372+00:00,2019-12-24 19:15:30.363998+00:00,3,0,,TRUE,3,20191224,128,384,100,128
Show,90,176237,2019-12-17 17:42:58.810987+00:00,2019-12-24 19:15:23.148424+00:00,3,0,,,,,,,,
Video,10319,173088,2019-12-24 19:14:58.521280+00:00,2019-12-24 19:14:58.523752+00:00,1,0,,TRUE,1,20191224,120,120,100,120
Video,233,45469,2019-12-04 03:43:45.598424+00:00,2019-12-24 19:14:30.902249+00:00,9,0,,TRUE,9,20191224,60,540,100,60
Video,340,174627,2019-12-24 19:14:27.275075+00:00,2019-12-24 19:14:27.275092+00:00,0,0,,,,,22,22,15,22
Show,178,174627,2019-12-24 19:14:26.097640+00:00,2019-12-24 19:14:26.101640+00:00,1,0,,TRUE,1,20191224,,,,
Video,12953,174281,2019-12-12 14:56:01.241864+00:00,2019-12-24 19:14:24.164385+00:00,2,1,,,,,2926,3574,442,648
Video,439,119832,2019-12-24 19:14:11.270531+00:00,2019-12-24 19:14:11.274112+00:00,1,0,,,,,225.9435141,225.9435141,75.31450471,225.9435141
Show,68,174627,2019-12-24 19:14:05.407130+00:00,2019-12-24 19:14:05.410985+00:00,1,0,,,,,,,,
Video,13126,174627,2019-12-24 19:13:43.563397+00:00,2019-12-24 19:13:43.566715+00:00,1,0,,,,,120,120,15,120
Video,232,45469,2019-12-04 03:42:43.498794+00:00,2019-12-24 19:13:29.046856+00:00,10,0,,TRUE,9,20191224,60,540,100,60
Video,9841,167566,2019-11-22 01:02:52.009167+00:00,2019-12-24 19:13:26.860739+00:00,3,0,,TRUE,1,20191210,530,818.7412225,100,288.7412225
Video,9745,30654,2019-12-13 17:06:57.844963+00:00,2019-12-24 19:13:23.985204+00:00,11,0,,TRUE,9,20191224,398,3590.990919,100,398
Video,12338,168192,2019-09-20 14:36:41.626581+00:00,2019-12-24 19:13:19.931672+00:00,4,0,,TRUE,3,20191224,128,486,100,128
Video,13592,176656,2019-12-23 20:36:29.606368+00:00,2019-12-24 19:13:10.954761+00:00,2,1,,TRUE,1,20191224,466,466,100,466
Show,301,176656,2019-12-23 20:14:05.079932+00:00,2019-12-24 19:13:06.992768+00:00,3,1,,,,,,,,
Video,13285,165017,2019-12-24 19:12:44.613553+00:00,2019-12-24 19:12:44.616627+00:00,1,0,,TRUE,1,20191224,303,303,100,303
Video,11700,173088,2019-12-24 19:12:39.453599+00:00,2019-12-24 19:12:39.456799+00:00,1,0,,TRUE,1,20191224,121,121,100,121
Video,10031,167566,2019-11-22 01:02:02.524835+00:00,2019-12-24 19:12:33.766728+00:00,3,0,,TRUE,1,20191210,309,402.8857571,100,50.93801717
Video,12937,176656,2019-12-24 19:12:24.344330+00:00,2019-12-24 19:12:28.313541+00:00,1,1,,,,,5,5,6,5
Video,1377,127446,2019-12-23 02:26:05.985552+00:00,2019-12-24 19:12:27.796576+00:00,3,1,,TRUE,3,20191224,305,915,100,305
Video,231,45469,2019-12-04 03:41:39.815834+00:00,2019-12-24 19:12:27.149201+00:00,13,0,TRUE,TRUE,10,20191224,60,620,100,60
Show,132,176656,2019-12-24 19:12:24.327943+00:00,2019-12-24 19:12:24.331283+00:00,1,0,,,,,,,,
Show,46,45469,2019-12-04 03:41:34.783970+00:00,2019-12-24 19:12:23.091125+00:00,13,2,,TRUE,1,20191209,,,,
Video,13123,45469,2019-12-09 02:45:34.649490+00:00,2019-12-24 19:12:16.557481+00:00,2,0,,,,,57,98,7,41
Show,579,45469,2019-12-09 02:45:27.756054+00:00,2019-12-24 19:12:12.501126+00:00,2,0,,,,,,,,
Video,13090,176440,2019-12-24 19:11:47.679202+00:00,2019-12-24 19:11:47.682955+00:00,1,0,,TRUE,1,20191224,330,330,100,330
Video,4076,30654,2019-12-13 17:06:29.680912+00:00,2019-12-24 19:11:45.836938+00:00,11,1,,,,,191.9026909,705.644064,45.2600686,74.96216532
Show,301,30654,2019-12-13 16:51:32.146259+00:00,2019-12-24 19:11:40.845855+00:00,14,0,,,,,,,,
Game,7,45469,2019-12-08 23:30:53.979698+00:00,2019-12-24 19:11:34.939671+00:00,6,6,,,,,55.04799986,55.04799986,,55.04799986
Video,362,119832,2019-12-24 19:11:15.325384+00:00,2019-12-24 19:11:15.328877+00:00,1,0,,,,,175.9700477,175.9700477,62.40072612,175.9700477
Video,12339,168192,2019-09-01 15:37:11.018295+00:00,2019-12-24 19:11:07.630900+00:00,7,0,,TRUE,4,20191224,128,534,100,128
Show,557,168192,2019-09-01 15:37:00.845404+00:00,2019-12-24 19:11:02.023485+00:00,13,0,,,,,,,,
Video,10318,173088,2019-12-24 19:10:32.203068+00:00,2019-12-24 19:10:32.207059+00:00,1,0,,TRUE,1,20191224,120,120,100,120
Game,9,45469,2019-12-08 23:38:25.152785+00:00,2019-12-24 19:10:24.397285+00:00,26,26,,,,,,,,
Video,2870,176656,2019-12-24 19:10:21.380323+00:00,2019-12-24 19:10:21.383611+00:00,1,0,,,,,282,282,120,282
Video,11540,173088,2019-12-24 19:10:06.569824+00:00,2019-12-24 19:10:06.573998+00:00,1,0,,,,,62.18195868,62.18195868,50.96881859,62.18195868
Video,13689,166753,2019-12-23 13:27:11.965838+00:00,2019-12-24 19:08:06.449799+00:00,4,0,,TRUE,4,20191224,304,1216,100,304
Video,13258,165017,2019-12-24 19:07:46.667162+00:00,2019-12-24 19:07:46.670946+00:00,1,0,,TRUE,1,20191224,303,303,100,303
Video,783,127446,2019-12-23 02:25:16.135986+00:00,2019-12-24 19:07:21.272909+00:00,19,22,,TRUE,2,20191224,305,933,100,305
Video,13221,176030,2019-12-24 19:06:57.216243+00:00,2019-12-24 19:07:07.884974+00:00,1,1,,,,,,,,
Post,1631,164854,2019-12-24 19:07:05.268169+00:00,2019-12-24 19:07:05.271849+00:00,1,0,,TRUE,1,20191224,749.2940001,749.2940001,,749.2940001
Video,10320,173088,2019-12-24 19:07:03.640817+00:00,2019-12-24 19:07:03.644152+00:00,1,0,,TRUE,1,20191224,120,120,100,120
Show,583,176030,2019-12-24 19:06:54.076929+00:00,2019-12-24 19:06:57.202432+00:00,1,1,,,,,,,,
Video,13088,176440,2019-12-24 19:06:12.731137+00:00,2019-12-24 19:06:12.734575+00:00,1,0,,TRUE,1,20191224,330,330,100,330
Video,12080,176656,2019-12-24 19:06:07.014276+00:00,2019-12-24 19:06:07.018217+00:00,1,0,,TRUE,1,20191224,225,225,100,225
Video,9745,167566,2019-11-22 01:01:11.242999+00:00,2019-12-24 19:05:52.168882+00:00,4,0,,TRUE,2,20191224,398,840.9548193,100,398
Video,13615,170099,2019-12-24 19:05:36.775129+00:00,2019-12-24 19:05:36.779168+00:00,1,0,,TRUE,1,20191224,1351,1351,100,1351
Video,11218,176237,2019-12-24 19:05:25.737590+00:00,2019-12-24 19:05:25.741418+00:00,1,0,,,,,14,14,22,14
Video,12935,176656,2019-12-24 19:04:29.718723+00:00,2019-12-24 19:04:33.805724+00:00,1,1,,TRUE,1,20191224,90,90,100,90
Video,1055,119832,2019-12-24 19:04:30.944425+00:00,2019-12-24 19:04:30.947720+00:00,1,0,,TRUE,1,20191224,457,457,100,457
Show,243,176656,2019-12-24 19:04:29.700397+00:00,2019-12-24 19:04:29.703323+00:00,1,0,,,,,,,,
Video,10583,176656,2019-12-24 19:03:55.929394+00:00,2019-12-24 19:03:59.769139+00:00,1,1,,,,,26,26,16,26
Video,10031,176030,2019-12-24 19:03:58.596980+00:00,2019-12-24 19:03:58.600234+00:00,1,0,,,,,,,,
Show,126,176656,2019-12-24 19:03:55.910722+00:00,2019-12-24 19:03:55.914160+00:00,1,0,,,,,,,,
Video,13181,173088,2019-12-24 18:51:48.095680+00:00,2019-12-24 19:03:27.760103+00:00,5,46,,TRUE,1,20191224,121,121,100,121
Video,11719,171102,2019-12-24 19:03:19.296279+00:00,2019-12-24 19:03:19.299369+00:00,1,0,,,,,,,,
Show,536,173088,2019-12-24 18:51:48.073556+00:00,2019-12-24 19:03:15.011417+00:00,46,0,,,,,,,,
Show,577,173088,2019-12-24 19:03:05.343678+00:00,2019-12-24 19:03:05.347234+00:00,1,0,,,,,,,,
Video,12844,176656,2019-12-24 19:02:37.890389+00:00,2019-12-24 19:02:37.890406+00:00,0,1,,,,,,,,
Show,569,176656,2019-12-24 19:02:37.865271+00:00,2019-12-24 19:02:37.868799+00:00,1,0,,,,,,,,
Video,13257,165017,2019-12-24 19:02:36.462757+00:00,2019-12-24 19:02:36.465634+00:00,1,0,,TRUE,1,20191224,301,301,100,301
Video,13688,166753,2019-12-23 13:22:04.639543+00:00,2019-12-24 19:02:35.559116+00:00,4,0,,TRUE,4,20191224,304,1216,100,304
Video,470,166483,2019-08-27 14:23:27.759048+00:00,2019-12-24 19:02:27.431855+00:00,7,0,,TRUE,6,20191213,111,666,100,111
Video,1551,127446,2019-12-23 02:25:41.922269+00:00,2019-12-24 19:02:13.602311+00:00,2,1,,TRUE,1,20191224,304,331,100,304
Video,14014,176656,2019-12-24 19:01:59.617354+00:00,2019-12-24 19:02:03.798325+00:00,1,1,,,,,286,286,29,286
Video,10753,176237,2019-12-24 19:02:03.187635+00:00,2019-12-24 19:02:03.191174+00:00,1,0,,TRUE,1,20191224,73,73,100,73
Show,588,176656,2019-12-24 19:01:57.794193+00:00,2019-12-24 19:01:59.603811+00:00,1,1,,,,,,,,
Post,1630,164854,2019-12-24 19:01:29.829855+00:00,2019-12-24 19:01:29.833007+00:00,1,0,,TRUE,1,20191224,335.464,335.464,,335.464
Video,10319,171102,2019-12-24 19:01:16.539280+00:00,2019-12-24 19:01:16.543192+00:00,1,0,,TRUE,1,20191224,120,120,100,120
Video,12125,278,2019-08-31 22:32:14.778670+00:00,2019-12-24 19:01:03.937436+00:00,2,1,,,,,45,57,78,12
Video,444,119832,2019-12-24 19:00:38.217802+00:00,2019-12-24 19:00:38.221175+00:00,1,0,,,,,232.9751493,232.9751493,77.65838311,232.9751493
Video,13089,176440,2019-12-24 19:00:36.920202+00:00,2019-12-24 19:00:36.924149+00:00,1,0,,TRUE,1,20191224,330,330,100,330
Video,458,166483,2019-08-27 14:21:31.515523+00:00,2019-12-24 19:00:32.283733+00:00,7,0,,TRUE,7,20191224,111,777,100,111
Video,12123,278,2019-08-31 22:31:21.774582+00:00,2019-12-24 19:00:21.012757+00:00,2,2,,TRUE,1,20191224,41,81,100,41
Video,12136,278,2019-08-31 22:30:02.770786+00:00,2019-12-24 19:00:13.188062+00:00,3,0,,TRUE,1,20190831,47,81,100,1
Show,552,278,2019-08-31 22:29:59.079212+00:00,2019-12-24 19:00:09.299731+00:00,2,2,,,,,,,,
Video,11700,171102,2019-12-24 18:59:12.758304+00:00,2019-12-24 18:59:12.762230+00:00,1,0,,TRUE,1,20191224,121,121,100,121
Video,4076,167566,2019-11-22 00:54:01.668339+00:00,2019-12-24 18:58:44.826792+00:00,5,0,,TRUE,4,20191224,877,2573,100,424
Video,471,166483,2019-08-27 14:19:37.462123+00:00,2019-12-24 18:58:38.351703+00:00,8,0,,TRUE,7,20191224,111,782,100,111
Video,13125,174627,2019-12-24 18:58:18.903214+00:00,2019-12-24 18:58:18.906845+00:00,1,0,,TRUE,1,20191224,855,855,100,855
Video,442,119832,2019-12-24 18:58:03.840063+00:00,2019-12-24 18:58:03.843116+00:00,1,0,,,,,149.9625094,149.9625094,49.98750312,149.9625094
Video,10681,176237,2019-12-24 18:57:45.161943+00:00,2019-12-24 18:57:45.165010+00:00,1,0,,TRUE,1,20191224,135,135,100,135
Video,13256,165017,2019-12-24 18:57:33.646852+00:00,2019-12-24 18:57:33.649891+00:00,1,0,,TRUE,1,20191224,301,301,100,301
Video,13682,166753,2019-12-23 13:16:57.418148+00:00,2019-12-24 18:57:31.110995+00:00,4,0,,TRUE,4,20191224,303,1212,100,303
Video,10318,171102,2019-12-17 16:16:05.025034+00:00,2019-12-24 18:57:09.773308+00:00,2,0,,TRUE,1,20191224,120,156,100,120
Video,963,127446,2019-12-24 18:57:06.318874+00:00,2019-12-24 18:57:06.323597+00:00,1,0,,TRUE,1,20191224,304,304,100,304
Video,9745,176030,2019-12-24 18:56:56.066203+00:00,2019-12-24 18:56:56.069706+00:00,1,0,,TRUE,1,20191224,398,398,100,398
Video,469,166483,2019-08-27 14:17:43.598687+00:00,2019-12-24 18:55:39.348593+00:00,8,0,,TRUE,8,20191224,111,888,100,111
Video,10680,176237,2019-12-24 18:55:36.829936+00:00,2019-12-24 18:55:36.833100+00:00,1,0,,TRUE,1,20191224,85,85,100,85
Video,11540,171102,2019-12-17 16:13:56.456734+00:00,2019-12-24 18:55:04.059145+00:00,2,0,,TRUE,2,20191224,122,244,100,122
Video,13087,176440,2019-12-24 18:55:02.841602+00:00,2019-12-24 18:55:02.845601+00:00,1,0,,TRUE,1,20191224,330,330,100,330
Show,588,173088,2019-12-24 18:54:38.388121+00:00,2019-12-24 18:54:42.258060+00:00,4,0,,,,,,,,
Video,702,278,2019-12-24 18:54:36.345244+00:00,2019-12-24 18:54:39.445137+00:00,2,2,,,,,266,516,149,250
Video,14005,173088,2019-12-24 18:54:38.404884+00:00,2019-12-24 18:54:38.404897+00:00,0,4,,,,,,,,
Show,301,173088,2019-11-15 05:49:22.692320+00:00,2019-12-24 18:54:36.559151+00:00,8,0,,,,,,,,
Video,13125,176526,2019-12-24 18:54:21.336154+00:00,2019-12-24 18:54:21.339414+00:00,1,0,,,,,2778,11112,325,2778
Show,520,173088,2019-12-24 18:54:20.101870+00:00,2019-12-24 18:54:20.105578+00:00,1,0,,,,,,,,
Video,468,166483,2019-08-27 14:15:39.018197+00:00,2019-12-24 18:53:43.973499+00:00,9,5,,TRUE,8,20191224,117,1122,100,111
Show,94,166483,2019-08-27 14:15:39.003148+00:00,2019-12-24 18:53:38.729854+00:00,10,0,,,,,,,,
Video,11540,171101,2019-12-24 18:49:10.076932+00:00,2019-12-24 18:53:25.043635+00:00,7,11,,,,,45,59,37,2
Game,108,171101,2019-12-24 18:41:33.500957+00:00,2019-12-24 18:53:23.597582+00:00,4,4,,,,,137.5670002,137.5670002,,137.5670002
Video,10357,171101,2019-12-24 18:52:32.950978+00:00,2019-12-24 18:53:23.311066+00:00,4,9,,,,,21,42,18,21
Video,9794,167566,2019-11-22 00:47:26.665537+00:00,2019-12-24 18:53:12.609938+00:00,5,0,,TRUE,5,20191224,330,1650,100,330
Video,10322,171101,2019-12-24 18:53:07.911032+00:00,2019-12-24 18:53:12.117570+00:00,5,3,,,,,1,2,1,1
Video,11719,171101,2019-12-24 18:53:11.947518+00:00,2019-12-24 18:53:11.947549+00:00,0,2,,,,,,,,
Video,10324,171101,2019-12-24 18:53:06.472119+00:00,2019-12-24 18:53:06.472140+00:00,0,1,,,,,1,1,1,1
Video,13182,171101,2019-12-24 18:53:00.072972+00:00,2019-12-24 18:53:03.972091+00:00,1,1,,,,,1,1,1,1
Video,10320,171102,2019-12-17 16:11:45.593059+00:00,2019-12-24 18:53:00.336302+00:00,2,0,,TRUE,2,20191224,120,240,100,120
Show,154,173088,2019-12-24 18:52:49.821111+00:00,2019-12-24 18:52:49.823782+00:00,1,0,,,,,,,,
Game,160,175717,2019-12-14 00:08:23.131689+00:00,2019-12-24 18:52:48.215921+00:00,7,7,,,,,,,,
Video,11700,171101,2019-12-24 18:48:12.896646+00:00,2019-12-24 18:52:44.752082+00:00,18,20,,,,,44,247,37,10
Video,10323,171101,2019-12-24 18:52:36.981005+00:00,2019-12-24 18:52:41.706202+00:00,1,1,,,,,,,,
Video,10318,171101,2019-12-24 18:52:33.577171+00:00,2019-12-24 18:52:33.577186+00:00,0,4,,,,,21,44,18,1
Video,13233,165017,2019-12-24 18:52:30.654905+00:00,2019-12-24 18:52:30.657904+00:00,1,0,,TRUE,1,20191224,300,300,100,300
Video,13683,166753,2019-12-23 13:11:50.660905+00:00,2019-12-24 18:52:26.788890+00:00,4,0,,TRUE,4,20191224,303,1212,100,303
Video,11720,171101,2019-12-24 18:49:16.578902+00:00,2019-12-24 18:52:11.509830+00:00,13,18,,,,,41,95,34,21
Video,785,119832,2019-12-24 18:52:06.545999+00:00,2019-12-24 18:52:06.549226+00:00,1,0,,,,,324.9816481,324.9816481,76.46627014,324.9816481
Video,695,278,2019-12-24 18:51:09.265053+00:00,2019-12-24 18:52:06.269910+00:00,1,13,,,,,260,260,149,260
Video,10321,171101,2019-12-24 18:51:18.127736+00:00,2019-12-24 18:52:05.695481+00:00,10,7,,,,,8,15,7,2
Video,782,127446,2019-12-23 02:18:02.144651+00:00,2019-12-24 18:51:58.868794+00:00,2,0,,TRUE,1,20191224,902,1207,100,305
Video,10320,171101,2019-12-24 18:47:26.936809+00:00,2019-12-24 18:51:55.382930+00:00,20,36,,,,,40,736,34,2
Video,693,278,2019-08-31 22:39:58.453374+00:00,2019-12-24 18:51:43.086660+00:00,7,0,,TRUE,1,20190921,254,657,139,36
Video,10319,171101,2019-12-24 18:49:24.743153+00:00,2019-12-24 18:51:42.918774+00:00,10,17,,,,,4,24,4,2
Show,121,278,2019-08-31 22:39:54.697800+00:00,2019-12-24 18:51:39.417948+00:00,7,4,,,,,,,,
Video,2871,278,2019-08-31 21:49:44.450124+00:00,2019-12-24 18:51:28.356122+00:00,16,0,,,,,89,240,81,12
Show,166,278,2019-08-23 15:42:03.423177+00:00,2019-12-24 18:51:24.550927+00:00,25,5,,,,,,,,
Video,12844,172983,2019-12-24 18:51:17.126644+00:00,2019-12-24 18:51:24.260928+00:00,1,1,,,,,,,,
Video,11751,171101,2019-12-24 18:51:23.240816+00:00,2019-12-24 18:51:23.240831+00:00,0,4,,,,,3,3,3,3
Show,529,173088,2019-12-24 18:51:21.904616+00:00,2019-12-24 18:51:21.907607+00:00,1,0,,,,,,,,
Video,7328,119832,2019-12-24 18:51:11.961656+00:00,2019-12-24 18:51:11.965454+00:00,1,0,,,,,52.9545189,52.9545189,21.35262859,52.9545189
Video,13181,171102,2019-12-17 16:09:34.412145+00:00,2019-12-24 18:51:09.141593+00:00,2,2,,TRUE,2,20191224,121,242,100,121
Show,536,171102,2019-12-17 16:09:34.388011+00:00,2019-12-24 18:50:33.676963+00:00,2,0,,,,,,,,
Video,13250,176656,2019-12-24 18:50:32.475581+00:00,2019-12-24 18:50:32.475602+00:00,0,1,,,,,,,,
Show,534,176656,2019-12-24 18:50:32.455385+00:00,2019-12-24 18:50:32.459234+00:00,1,0,,,,,,,,
Video,13799,176656,2019-12-24 18:50:29.417072+00:00,2019-12-24 18:50:29.417094+00:00,0,1,,,,,,,,
Show,573,176656,2019-12-24 18:50:29.392083+00:00,2019-12-24 18:50:29.396883+00:00,1,0,,,,,,,,
Post,1626,164854,2019-12-24 18:49:46.220139+00:00,2019-12-24 18:49:46.223761+00:00,1,0,,TRUE,1,20191224,705.0940001,705.0940001,,705.0940001
Video,4076,176030,2019-12-24 18:49:40.815290+00:00,2019-12-24 18:49:40.818213+00:00,1,0,,TRUE,1,20191224,424,424,100,424
Video,692,278,2019-12-24 18:49:28.798499+00:00,2019-12-24 18:49:31.393197+00:00,1,1,,,,,129,1419,66,129
Video,13086,176440,2019-12-24 18:49:22.853105+00:00,2019-12-24 18:49:22.855996+00:00,1,0,,TRUE,1,20191224,330,330,100,330
Video,10580,176237,2019-12-24 18:49:20.358162+00:00,2019-12-24 18:49:20.360965+00:00,1,0,,TRUE,1,20191224,153,153,100,153
Show,572,176440,2019-12-23 21:54:19.137475+00:00,2019-12-24 18:49:16.987411+00:00,2,0,,,,,,,,
Video,10032,167566,2019-11-22 00:43:23.832808+00:00,2019-12-24 18:48:55.846412+00:00,5,1,,TRUE,5,20191224,246,1230,100,246
Video,12698,167566,2019-12-24 18:48:36.440189+00:00,2019-12-24 18:48:52.019398+00:00,1,1,,,,,1,1,1,1
Show,301,167566,2019-11-22 00:38:58.864274+00:00,2019-12-24 18:48:50.961399+00:00,13,0,,,,,,,,
Show,566,167566,2019-12-24 18:48:36.413291+00:00,2019-12-24 18:48:36.417468+00:00,1,0,,,,,,,,
Video,10065,176440,2019-12-24 18:48:29.716338+00:00,2019-12-24 18:48:29.719865+00:00,1,0,,,,,5,5,8,5
Video,9744,171102,2019-12-24 18:48:25.008845+00:00,2019-12-24 18:48:29.144045+00:00,1,1,,,,,26,26,38,26
Post,1625,164854,2019-12-24 18:48:18.232601+00:00,2019-12-24 18:48:18.235667+00:00,1,0,,TRUE,1,20191224,86.69300008,86.69300008,,86.69300008
Video,9565,171102,2019-12-24 18:47:38.693112+00:00,2019-12-24 18:47:38.696266+00:00,1,0,,,,,35,35,38,35
Show,527,171102,2019-12-24 18:47:33.123223+00:00,2019-12-24 18:47:33.126540+00:00,1,1,,,,,,,,
Video,11906,171101,2019-12-24 18:47:26.248242+00:00,2019-12-24 18:47:26.248259+00:00,0,3,,,,,12,16,10,1
Video,13231,165017,2019-09-18 16:07:33.266555+00:00,2019-12-24 18:47:25.938070+00:00,2,0,,TRUE,2,20191224,302,604,100,302
Video,10259,176237,2019-12-24 18:47:22.924950+00:00,2019-12-24 18:47:22.927987+00:00,1,0,,TRUE,1,20191224,38,38,100,38
Video,13669,166753,2019-12-23 13:06:43.954445+00:00,2019-12-24 18:47:22.312143+00:00,4,0,,TRUE,4,20191224,303,1212,100,303
Video,10042,176440,2019-12-24 18:47:06.813743+00:00,2019-12-24 18:47:19.096298+00:00,1,2,,TRUE,1,20191224,62,62,100,62
Show,532,176440,2019-12-24 18:47:11.942144+00:00,2019-12-24 18:47:11.946044+00:00,1,0,,,,,,,,
Video,13153,278,2019-08-31 21:43:49.868780+00:00,2019-12-24 18:47:06.629717+00:00,12,0,,,,,326,1000,77,165
Show,573,278,2019-08-31 21:43:45.681319+00:00,2019-12-24 18:47:01.850577+00:00,16,6,,,,,,,,
Video,644,127446,2019-12-23 02:12:54.321302+00:00,2019-12-24 18:46:51.107893+00:00,2,0,,TRUE,2,20191224,304,608,100,304
Video,440,119832,2019-12-24 18:46:40.922443+00:00,2019-12-24 18:46:40.949453+00:00,1,0,,TRUE,1,20191224,300,300,100,300
Video,10260,176237,2019-12-24 18:46:34.801351+00:00,2019-12-24 18:46:34.804299+00:00,1,0,,TRUE,1,20191224,37,37,100,37
Video,13629,171102,2019-12-24 18:41:45.313246+00:00,2019-12-24 18:45:44.637391+00:00,3,0,,TRUE,1,20191224,60,788,100,33
Video,13124,174627,2019-12-24 18:45:32.449819+00:00,2019-12-24 18:45:32.453714+00:00,1,0,,TRUE,1,20191224,764,764,100,764
Video,14004,166483,2019-12-24 18:45:16.524068+00:00,2019-12-24 18:45:24.185334+00:00,1,1,,,,,3476,3476,385,3476
Show,589,166483,2019-12-23 20:13:17.739832+00:00,2019-12-24 18:45:16.510613+00:00,3,1,,,,,,,,
Video,646,176656,2019-12-24 18:44:51.952934+00:00,2019-12-24 18:44:51.956256+00:00,1,0,,,,,,,,
Video,13628,171102,2019-12-24 18:37:46.724828+00:00,2019-12-24 18:44:31.595926+00:00,19,11,TRUE,TRUE,3,20191224,70,317,100,70
Video,10263,176237,2019-12-24 18:44:22.307300+00:00,2019-12-24 18:44:22.310113+00:00,1,0,,TRUE,1,20191224,40,40,100,40
Video,13181,171101,2019-12-24 18:44:16.580009+00:00,2019-12-24 18:44:21.751259+00:00,1,1,TRUE,,,,12,12,10,12
Show,536,171101,2019-12-24 18:44:16.556666+00:00,2019-12-24 18:44:16.560738+00:00,1,1,,,,,,,,
